title,company,location,category,contract_type,created,skills_found_clean,skill_count,description_short,redirect_url
Sap Sales Distribution Consultant,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-03T04:28:46Z,"SAP, Sales, Recruiting",3,"Greetings from TCS Recruitment Team! *Face to Face* For all those SAP SD Consultant we are coming bigger with the plan of Face to Face Drive on 5th Sep,2026 (Saturday) in Chennai It is a Face to Face interview planned to attract great Talents in SAP SD Consultant We believe that your skills and expe...",https://www.adzuna.in/land/ad/5867717183?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=DC762400EDB9D7974A2952695C3770DB0D0544C0
AI SQL Developer (MySQL \ PostgreSQL \ Vector DB),Cryscol Solutions,"Tamil Nadu, India",IT Jobs,,2026-09-07T18:37:51Z,SQL,1,"About Company Cryscol Solutions is a technology company focused on digital transformation, business process automation, and custom software development. We help businesses improve efficiency and accelerate growth through scalable, secure, and innovative technology solutions. About NavForms NavForms ...",https://www.adzuna.in/land/ad/5874134587?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=B2C93B78B537BD97B92EE83CB5CB585D45DD12CE
Business Development Manager,Meshfloor,"Chennai, Tamil Nadu",Sales Jobs,,2026-09-11T17:15:39Z,Business Development,1,Founding Business Development ManagerPropTech / SaaS | Coworking & Managed Offices Company: Meshfloor Location: Chennai / Remote – India Experience: 2–5 years Employment: Full-time About Meshfloor Meshfloor is a SaaS platform built for coworking spaces and managed office operators. It helps operator...,https://www.adzuna.in/land/ad/5879667232?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=C2567E99DA86598470085344F6614D8136514E05
Senior Data Engineer,Mastech Digital,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:21:31Z,Python,1,POSITION: Reltio MDM Developer LOCATION: Chennai/Hyderabad/Bangalore- Hybrid. DURATION: Full Time. Notice Period: Immediate joiner/ Serving notice less than 45 days Must have skills (Hand's on) Azure Synapse Analytics- 3 years Pyspark- 4 years Python- 1 years Fabric- 6 months This is a migration pro...,https://www.adzuna.in/land/ad/5864429591?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=2E2403E8C07CA0BD3747C13032C45DB65E6CF439
Oracle Manufacturing Cloud,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:22:29Z,None Matched,0,"TCS is Hiring Oracle Manufacturing Cloud Consultant Location: Pan India Experience: 6 Job Requirements 6 years of overall experience with strong hands-on expertise in Oracle Manufacturing Cloud. Proven experience in Oracle Cloud Manufacturing modules covering Discrete Manufacturing, Work Definition,...",https://www.adzuna.in/land/ad/5864436360?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=16C9AD514E1AA6D05A2ADF55229EE807FC477690
Help Desk Support Engineer,Movate,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:23:00Z,None Matched,0,"Service Desk Agent – English (JL2) Level: L1 Grade: JL2 Experience: 2–4 Years Job Summary The Service Desk Agent provides first-level IT support for end users by handling incidents and service requests through calls, emails, and chat channels. The role focuses on delivering timely issue resolution, ...",https://www.adzuna.in/land/ad/5864439979?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=9B158DC8AA382CE2957D0307661CA9647872979E
Area Manager,Policybazaar.com,"Chennai, Tamil Nadu",Sales Jobs,,2026-08-12T16:17:13Z,Sales,1,"Job Description – Area Manager (Health Insurance) Position: Area Manager – Health Insurance Location: Chennai, Tamil Nadu Industry: Insurance (Health Insurance) Role Summary Policybazaar is seeking an experienced and results-oriented Area Manager to lead and drive field sales operations in Chennai. ...",https://www.adzuna.in/land/ad/5838134518?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=D1C4F9EAE511129EF8D9BBE85603FDC26A9B44D2
Business Development Manager,Mygate,"Chennai, Tamil Nadu",Sales Jobs,,2026-08-18T05:07:21Z,"Sales, Business Development",2,"Role: Business Development Manager (SaaS) Summary: This is a core sales role at Mygate requiring a true Hunter mindset and strong consultative sales skills. As a Business Development Manager, you will be responsible for driving revenue growth through daily field visits, actively prospecting new lead...",https://www.adzuna.in/land/ad/5845682567?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=2568469CD8649EECEFAEAAF550DF71FB855C9629
Mainframe Zos System Programmer SME,Kyndryl,"Chennai, Tamil Nadu",IT Jobs,,2026-08-12T01:59:15Z,None Matched,0,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world...",https://www.adzuna.in/land/ad/5837138798?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=D5D36027D02E43B2ED4CDA76D5FE13A6A04409B0
Business Head,Chennai Chess Club,"Chennai, Tamil Nadu",Sales Jobs,,2026-09-09T09:02:34Z,None Matched,0,"Company Description: Chennai Chess Club is one of India’s leading chess learning institutes,committed to making high-quality chess education accessible to learners worldwide. With over 2,000 students and a presence across 35 countries, we are building one of the fastest-growing chess education commu...",https://www.adzuna.in/land/ad/5876571573?se=FvN6ihOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=F9D3517AD53D835DB5A9EB6E0453C3200A94B014
Senior Field Service Engineer,Perleybrook Labs Inc,"Chennai, Tamil Nadu",IT Jobs,,2026-09-10T01:02:17Z,None Matched,0,"Perleybrook Labs is looking for a Senior Field Service Engineer to join our team in Kochi! If you enjoy solving real-world technical challenges, working with cutting-edge AI & IoT technologies, and interacting directly with customers , this could be the right opportunity for you. At Perleybrook Labs...",https://www.adzuna.in/land/ad/5877457595?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=ACC0D7402150FFA58991AFA31B9E34470A86A4CB
Data Scientist,Taggd,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:23:14Z,None Matched,0,Work with different user groups/ departments · Identify processes where Analytics driven decision making can create powerful impact · Design original analysis that helps generate relevant insights · Establishes credibility by thought partnering with business and service teams on analytics topics; ta...,https://www.adzuna.in/land/ad/5864442497?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=D90194A2C9C6C616346A61412C2256AA8965450D
NFR Tester / Test Lead,Kyndryl,"Chennai, Tamil Nadu",IT Jobs,permanent,2026-08-12T01:59:32Z,None Matched,0,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world...",https://www.adzuna.in/land/ad/5837139324?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=E7C8096B5B4E9A43D6C5029FE8C20F08F1569F3A
Audit Associate,LBMC,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-08-18T05:08:34Z,"Accounting, Auditing",2,JOB SUMMARY We are seeking a detail-oriented and motivated US Audit Associate specializing in Employee Benefit Plan (EBP) audits. The ideal candidate will have 1-3 years of experience in public accounting with a focus on auditing retirement plans and other employee benefit plans. This role offers th...,https://www.adzuna.in/land/ad/5845683249?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=81DDD25CDCDB6F578F8FF8F9BF0E9D8AB95891DB
"Sr. Assoc, Production Eng, WRB Tech",Standard Chartered Bank,"Chennai, Tamil Nadu",IT Jobs,,2026-08-12T22:00:52Z,None Matched,0,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Summary Looking for Technical Support role for Online and Mobile Banking platform, support enginee...",https://www.adzuna.in/land/ad/5838614204?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=DF1C7B317C8C35C5B47981C902A5CC7211E64628
Design Manager - Chennai,Homzinterio,"Chennai, Tamil Nadu",Creative & Design Jobs,,2026-09-07T18:39:17Z,"Sales, Onboarding, Leadership",3,"We are looking for a dynamic and result-oriented Interior Design Manager to drive business growth by converting leads into customers, ensuring seamless client onboarding, managing the design process, and leading a team of interior designers. The ideal candidate should possess a strong blend of sales...",https://www.adzuna.in/land/ad/5874134982?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=40E2132B85F2BB63C51D4F46DA1248E0AE69875B
Sap Basis,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-09T01:05:20Z,SAP,1,"Primary Skills: SAP BASIS, SAP HANA, SAP S/4HANA, System Administration, Upgrades, TMS, Performance Tuning, Fiori Administration, Linux. Install, configure, upgrade, and maintain SAP systems across landscapes. Perform SAP kernel upgrades, patches, and system refresh activities. Administer SAP HANA d...",https://www.adzuna.in/land/ad/5876019659?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=D487CEEB5185122A82B398D4CBC78B4D557A9058
AGM/Head–Sales-Coimbatore-FMCG,The Banyan HR Consults Chennai,"Coimbatore, Tamil Nadu",Sales Jobs,,2026-08-28T16:03:34Z,Sales,1,Job Description – AGM / Head – Sales Position: AGM – Sales / Head – Sales Industry: FMCG Location: Coimbatore Territory: Entire Tamil Nadu Experience: Minimum 10 Years Job Summary We are looking for an experienced AGM – Sales / Head – Sales to lead the sales operations across Tamil Nadu. The candida...,https://www.adzuna.in/land/ad/5859572126?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=1275FC6E11E3ABB89D87F20D4BAB86ECEC2B7DE2
Senior Sales Executive- B2B,Lindström,"Chennai, Tamil Nadu",Sales Jobs,,2026-08-30T16:11:31Z,"Sales, B2B Marketing",2,"Title: Senior Sales Executive Work Location: Chennai Lindstrom Services India Private Limited Job Summary The Senior Sales Executive is responsible for driving new business acquisition and revenue growth within the assigned territory. This role requires a strong focus on direct B2B sales, customer e...",https://www.adzuna.in/land/ad/5862118182?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=EF65867D2F6A98A12D7E50C681B4106DA021FDCF
Test Manager,Kyndryl,"Chennai, Tamil Nadu",IT Jobs,,2026-08-12T01:59:32Z,None Matched,0,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world...",https://www.adzuna.in/land/ad/5837139263?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=432F3B4FD723088FA5CFE92E53F7DED3738E44DE
Director of Business Development,KROWN KUMARAPPA NIDHI LTD,"Madurai, Tamil Nadu",Sales Jobs,,2026-08-29T00:04:48Z,"Sales, Business Development",2,"Director – Business Development Company: Kumarappa Nidhi Limited & Krown Kumarappa Industries Private Limited Department: Business Development & Sales Employment Type: Full-time Location: Madurai, Tamil Nadu, India Email: ho@kumarappagroup.online About the Role Kumarappa Nidhi Limited and Krown Kuma...",https://www.adzuna.in/land/ad/5859991623?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=7ECFA16FDC58968258334294E031FDDD87992F0F
Marketing Project Manager,WinnerBrands,"Chennai, Tamil Nadu","PR, Advertising & Marketing Jobs",contract,2026-09-07T00:56:07Z,None Matched,0,"Title: Campaign Project Manager Experience: 2 years Location: Chennai Role Type: Contractual ( 6 months) About the employer brand: The organization is a leading global entertainment and streaming platform offering a wide range of movies, television shows, and original content to audiences across dif...",https://www.adzuna.in/land/ad/5873278042?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=BCF2D70EDFE73A4C0A0879A2EB523F16E366B5B7
Financial Controller,Confidential Jobs,"Coimbatore, Tamil Nadu",Accounting & Finance Jobs,,2026-08-18T05:08:39Z,Financial Reporting,1,"Reporting to: Founder and CEO of Subsidiary entity at Coimbatore Location: Coimbatore, Tamil Nadu, India Qualification and Experience : Chartered Accountant (CA); 10 years Other Experience: Experience of working in a listed company while initially working in a start-up environment. Role Purpose The ...",https://www.adzuna.in/land/ad/5845683290?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=DE683048582BA4FEEFB8F36E3886E0D4323AE1E7
Epic Willow,enGen Global,"Chennai, Tamil Nadu",IT Jobs,,2026-08-30T02:09:12Z,None Matched,0,"Experience: 3 – 8 years Location: Chennai OR Hyderabad Work Mode: Work from Office [all 5 days] Employment Type: Full-time ROLE SUMMARY Role enables the analyst to coordinate activities related to Epic System. Analyzes, develops, configures and implements Electronic Health Record (EHR) software and ...",https://www.adzuna.in/land/ad/5861427584?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=6F223E091BFAF86B4369348F26BB02265DBCBE36
Audit & Finance Associate – ERP Consulting,Workfigure Private Limited,"Coimbatore, Tamil Nadu",IT Jobs,,2026-09-01T14:21:54Z,"ERP Software, Auditing, CRM Software",3,"Company Description Workfigure Private Limited is a Zoho Authorized Partner and Certified Advisor specializing in ERP consulting and implementation. The company provides both in-person and remote training on Zoho products, helping organizations adopt CRM, Books, Creator, and automation solutions acr...",https://www.adzuna.in/land/ad/5864154360?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=AB62166126961C26F83E3CC5965A921182F795F3
Manager,Standard Chartered Bank,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-09-09T20:23:46Z,None Matched,0,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Summary • Manage and oversee business-as-usual cross-border payment activities, ensuring transacti...",https://www.adzuna.in/land/ad/5877184012?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=DFB373CD7C9AC0B98BBDB65E5816058616FAE4C3
Data Scientist - AIML Engineer,Infosys Finacle,"Chennai, Tamil Nadu",IT Jobs,,2026-09-04T16:57:52Z,"Python, Statistics, Machine Learning, Problem Solving",4,"Job Title: AI/ML Engineer / GenAI Experience: 6 Years Location: Chennai, Bangalore (Onsite) Mandatory Skills: GenAI, Python, LLM & RAG Models, Lang Chain, Machine Learning & AI, AI/ML Models, Model Deployment & APIs, Job Description: Minimum 6 years of Experience required Excellent analytical and pr...",https://www.adzuna.in/land/ad/5870527931?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=259F7A5E56E14EE8A1A9FE1DB25538D9DA144709
Sr. Relationship Manager - Affluent Relations,Standard Chartered Bank,"Chennai, Tamil Nadu",Sales Jobs,contract,2026-08-12T01:59:27Z,Customer Service,1,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Key Responsibilities Relationship Management • Build and deepen relationships with existing Priority C...",https://www.adzuna.in/land/ad/5837139036?se=DqGpjROu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=A99BF53280D4E2217A6932A5D1A2065AFE7B2A1F
